 CPU usage           ,CPU temperature     ,GPU1 usage          ,GPU1 temperature    ,GPU2 usage          ,GPU2 temperature    ,RAM usage           
 3.320               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7023.000            
 3.906               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7023.000            
 9.766               ,39.000              ,15.000              ,40.000              ,9.000               ,36.000              ,7023.000            
 4.883               ,38.000              ,1.000               ,40.000              ,0.000               ,35.000              ,7023.000            
 5.469               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7023.000            
 10.742              ,40.000              ,22.000              ,40.000              ,14.000              ,36.000              ,7024.000            
 10.742              ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 4.297               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7025.000            
 2.734               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 3.320               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7024.000            
 3.516               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7024.000            
 4.492               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 8.594               ,38.000              ,5.000               ,40.000              ,3.000               ,35.000              ,7025.000            
 5.273               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7025.000            
 4.883               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 3.711               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 6.445               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 4.883               ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7024.000            
 6.055               ,39.000              ,0.000               ,40.000              ,4.000               ,36.000              ,7023.000            
 8.008               ,39.000              ,10.000              ,40.000              ,1.000               ,36.000              ,7032.000            
 3.711               ,39.000              ,1.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 6.445               ,39.000              ,1.000               ,40.000              ,0.000               ,35.000              ,7032.000            
 6.836               ,39.000              ,4.000               ,40.000              ,1.000               ,35.000              ,7030.000            
 3.711               ,39.000              ,2.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 9.766               ,39.000              ,9.000               ,40.000              ,1.000               ,36.000              ,7035.000            
 6.836               ,40.000              ,7.000               ,40.000              ,4.000               ,36.000              ,7033.000            
 6.445               ,40.000              ,8.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 8.398               ,39.000              ,13.000              ,40.000              ,8.000               ,35.000              ,7033.000            
 6.836               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7032.000            
 6.836               ,39.000              ,10.000              ,40.000              ,6.000               ,35.000              ,7032.000            
 6.836               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7032.000            
 4.102               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7029.000            
 4.102               ,39.000              ,2.000               ,40.000              ,2.000               ,35.000              ,7027.000            
 2.344               ,37.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7026.000            
 8.398               ,44.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 4.492               ,39.000              ,16.000              ,40.000              ,6.000               ,35.000              ,7021.000            
 9.570               ,38.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 9.180               ,42.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7032.000            
 7.031               ,43.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7031.000            
 7.617               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 6.055               ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7028.000            
 3.320               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7027.000            
 2.539               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7025.000            
 2.930               ,39.000              ,5.000               ,40.000              ,2.000               ,35.000              ,7024.000            
 15.430              ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7038.000            
 12.891              ,40.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7033.000            
 4.297               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7031.000            
 4.688               ,40.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7029.000            
 6.641               ,40.000              ,19.000              ,40.000              ,8.000               ,35.000              ,7027.000            
 4.297               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7035.000            
 3.906               ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7028.000            
 4.102               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 4.688               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 4.492               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 3.711               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 4.102               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 3.711               ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7026.000            
 5.078               ,38.000              ,1.000               ,40.000              ,0.000               ,35.000              ,7026.000            
 4.297               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7026.000            
 7.813               ,40.000              ,8.000               ,40.000              ,5.000               ,36.000              ,7026.000            
 7.617               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7027.000            
 9.961               ,40.000              ,7.000               ,40.000              ,5.000               ,36.000              ,7026.000            
 5.273               ,39.000              ,9.000               ,40.000              ,9.000               ,35.000              ,7027.000            
 5.859               ,38.000              ,4.000               ,40.000              ,4.000               ,35.000              ,7032.000            
 6.250               ,39.000              ,1.000               ,40.000              ,1.000               ,36.000              ,7034.000            
 4.883               ,39.000              ,0.000               ,40.000              ,3.000               ,35.000              ,7034.000            
 6.445               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7036.000            
 6.055               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 9.570               ,40.000              ,11.000              ,40.000              ,8.000               ,35.000              ,7031.000            
 7.031               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7039.000            
 7.813               ,41.000              ,16.000              ,40.000              ,5.000               ,35.000              ,7038.000            
 7.031               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7040.000            
 4.297               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7035.000            
 3.320               ,39.000              ,1.000               ,40.000              ,1.000               ,36.000              ,7035.000            
 5.273               ,39.000              ,8.000               ,40.000              ,4.000               ,35.000              ,7035.000            
 5.273               ,38.000              ,8.000               ,40.000              ,5.000               ,36.000              ,7035.000            
 7.617               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7045.000            
 6.445               ,39.000              ,6.000               ,40.000              ,4.000               ,35.000              ,7043.000            
 7.422               ,40.000              ,9.000               ,40.000              ,4.000               ,35.000              ,7042.000            
 4.883               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7042.000            
 3.320               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7040.000            
 7.031               ,40.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7042.000            
 8.398               ,40.000              ,27.000              ,40.000              ,15.000              ,35.000              ,7041.000            
 5.664               ,42.000              ,9.000               ,40.000              ,3.000               ,35.000              ,7041.000            
 5.859               ,40.000              ,0.000               ,40.000              ,1.000               ,36.000              ,7041.000            
 5.664               ,41.000              ,5.000               ,40.000              ,3.000               ,35.000              ,7040.000            
 5.273               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7040.000            
 3.516               ,42.000              ,1.000               ,40.000              ,0.000               ,36.000              ,7039.000            
 5.078               ,41.000              ,9.000               ,40.000              ,1.000               ,35.000              ,7039.000            
 7.227               ,41.000              ,12.000              ,40.000              ,3.000               ,35.000              ,7039.000            
 4.102               ,42.000              ,1.000               ,40.000              ,4.000               ,35.000              ,7039.000            
 5.078               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7039.000            
 6.641               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7039.000            
 4.102               ,46.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7035.000            
 5.469               ,41.000              ,0.000               ,40.000              ,10.000              ,36.000              ,7035.000            
 12.695              ,42.000              ,28.000              ,40.000              ,18.000              ,36.000              ,7035.000            
 14.648              ,45.000              ,36.000              ,40.000              ,21.000              ,35.000              ,7034.000            
 11.914              ,44.000              ,34.000              ,40.000              ,27.000              ,36.000              ,7035.000            
 12.891              ,47.000              ,14.000              ,40.000              ,4.000               ,35.000              ,7038.000            
 4.102               ,43.000              ,7.000               ,40.000              ,5.000               ,35.000              ,7045.000            
 5.664               ,44.000              ,7.000               ,40.000              ,4.000               ,35.000              ,7045.000            
 5.664               ,43.000              ,8.000               ,40.000              ,0.000               ,36.000              ,7044.000            
 7.031               ,44.000              ,11.000              ,40.000              ,1.000               ,36.000              ,7042.000            
 6.250               ,43.000              ,6.000               ,40.000              ,0.000               ,35.000              ,7041.000            
 4.102               ,43.000              ,5.000               ,40.000              ,3.000               ,35.000              ,7041.000            
 4.492               ,42.000              ,1.000               ,40.000              ,0.000               ,35.000              ,7037.000            
 3.125               ,45.000              ,9.000               ,40.000              ,0.000               ,35.000              ,7033.000            
 7.031               ,40.000              ,18.000              ,40.000              ,3.000               ,35.000              ,7033.000            
 7.031               ,40.000              ,11.000              ,40.000              ,1.000               ,36.000              ,7033.000            
 3.516               ,44.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7032.000            
 2.344               ,41.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7031.000            
 3.320               ,41.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7031.000            
 3.320               ,39.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7029.000            
 3.320               ,41.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7028.000            
 3.125               ,39.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7026.000            
 3.906               ,39.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7025.000            
 4.492               ,38.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7023.000            
 2.539               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 3.711               ,38.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 5.078               ,42.000              ,2.000               ,40.000              ,0.000               ,35.000              ,7022.000            
 4.883               ,39.000              ,2.000               ,40.000              ,0.000               ,36.000              ,7022.000            
 5.859               ,40.000              ,11.000              ,40.000              ,3.000               ,36.000              ,7022.000            
 6.445               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 3.711               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 3.906               ,41.000              ,9.000               ,40.000              ,2.000               ,36.000              ,7022.000            
 2.930               ,38.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7022.000            
 6.250               ,39.000              ,6.000               ,40.000              ,4.000               ,35.000              ,7029.000            
 4.102               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 5.469               ,41.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7029.000            
 5.664               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7035.000            
 5.273               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 5.664               ,38.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7028.000            
 2.148               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 3.516               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 2.344               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7028.000            
 2.539               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7027.000            
 2.734               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7027.000            
 3.125               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 2.930               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 2.930               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 2.930               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 2.930               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 8.008               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7026.000            
 4.297               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7024.000            
 7.422               ,37.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7035.000            
 4.102               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7032.000            
 5.664               ,39.000              ,7.000               ,40.000              ,4.000               ,36.000              ,7031.000            
 5.273               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7031.000            
 5.859               ,38.000              ,8.000               ,40.000              ,5.000               ,36.000              ,7031.000            
 3.711               ,38.000              ,5.000               ,40.000              ,0.000               ,35.000              ,7030.000            
 3.906               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7030.000            
 2.930               ,38.000              ,5.000               ,40.000              ,0.000               ,36.000              ,7027.000            
 12.109              ,39.000              ,28.000              ,40.000              ,18.000              ,35.000              ,7027.000            
 6.836               ,39.000              ,28.000              ,40.000              ,12.000              ,35.000              ,7027.000            
 10.352              ,39.000              ,1.000               ,40.000              ,3.000               ,35.000              ,7027.000            
 3.516               ,38.000              ,8.000               ,40.000              ,4.000               ,35.000              ,7027.000            
 8.398               ,39.000              ,12.000              ,40.000              ,7.000               ,36.000              ,7037.000            
 3.711               ,39.000              ,2.000               ,40.000              ,0.000               ,35.000              ,7030.000            
 7.617               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7030.000            
 4.688               ,38.000              ,0.000               ,40.000              ,0.000               ,36.000              ,7029.000            
 3.906               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,7029.000            
 5.664               ,44.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7029.000            
 6.055               ,39.000              ,7.000               ,40.000              ,3.000               ,36.000              ,7033.000            
 6.445               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7034.000            
 11.523              ,42.000              ,6.000               ,40.000              ,0.000               ,35.000              ,7038.000            
 13.477              ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7040.000            
 9.570               ,42.000              ,12.000              ,40.000              ,9.000               ,35.000              ,7041.000            
 7.227               ,39.000              ,2.000               ,40.000              ,2.000               ,35.000              ,7037.000            
 7.422               ,39.000              ,2.000               ,40.000              ,0.000               ,36.000              ,7037.000            
 6.641               ,40.000              ,3.000               ,40.000              ,1.000               ,36.000              ,7034.000            
 4.102               ,39.000              ,1.000               ,40.000              ,0.000               ,36.000              ,7035.000            
 9.375               ,43.000              ,7.000               ,40.000              ,6.000               ,36.000              ,7045.000            
 9.375               ,40.000              ,7.000               ,40.000              ,9.000               ,35.000              ,7044.000            
 6.445               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7042.000            
 3.125               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7037.000            
 2.148               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7036.000            
 4.297               ,38.000              ,2.000               ,40.000              ,0.000               ,35.000              ,7036.000            
 3.906               ,38.000              ,3.000               ,40.000              ,0.000               ,35.000              ,7035.000            
 5.664               ,38.000              ,13.000              ,40.000              ,4.000               ,35.000              ,7035.000            
 8.008               ,38.000              ,22.000              ,40.000              ,8.000               ,35.000              ,7034.000            
 8.984               ,44.000              ,11.000              ,40.000              ,7.000               ,35.000              ,7037.000            
 6.641               ,40.000              ,10.000              ,40.000              ,2.000               ,35.000              ,7039.000            
 9.766               ,40.000              ,0.000               ,40.000              ,2.000               ,35.000              ,7040.000            
 3.906               ,39.000              ,0.000               ,40.000              ,1.000               ,36.000              ,7036.000            
 7.422               ,40.000              ,0.000               ,40.000              ,2.000               ,35.000              ,7035.000            
 8.398               ,40.000              ,9.000               ,40.000              ,5.000               ,35.000              ,7035.000            
 7.031               ,41.000              ,10.000              ,40.000              ,1.000               ,35.000              ,7035.000            
 12.109              ,40.000              ,11.000              ,40.000              ,5.000               ,35.000              ,7034.000            
 8.984               ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 8.398               ,44.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 7.422               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 5.859               ,40.000              ,3.000               ,40.000              ,6.000               ,35.000              ,7031.000            
 5.273               ,39.000              ,0.000               ,40.000              ,1.000               ,36.000              ,7031.000            
 8.203               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7031.000            
 5.859               ,40.000              ,1.000               ,40.000              ,1.000               ,36.000              ,7030.000            
 4.492               ,41.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7030.000            
 6.641               ,39.000              ,39.000              ,40.000              ,4.000               ,36.000              ,7034.000            
 5.664               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 7.031               ,39.000              ,10.000              ,40.000              ,1.000               ,35.000              ,7033.000            
 6.836               ,40.000              ,2.000               ,40.000              ,1.000               ,36.000              ,7033.000            
 4.297               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 6.836               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7033.000            
 5.859               ,39.000              ,1.000               ,40.000              ,1.000               ,36.000              ,7035.000            
 4.688               ,38.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7035.000            
 7.227               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7048.000            
 3.906               ,38.000              ,2.000               ,40.000              ,1.000               ,35.000              ,7040.000            
 9.180               ,39.000              ,9.000               ,40.000              ,1.000               ,35.000              ,7039.000            
 5.469               ,38.000              ,1.000               ,40.000              ,1.000               ,35.000              ,7045.000            
 7.617               ,40.000              ,2.000               ,40.000              ,5.000               ,36.000              ,7047.000            
 3.711               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,7043.000            
 7.617               ,45.000              ,3.000               ,40.000              ,3.000               ,35.000              ,6988.000            
 4.492               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6968.000            
 5.469               ,39.000              ,5.000               ,40.000              ,4.000               ,36.000              ,6970.000            
 5.859               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6969.000            
 4.492               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6964.000            
 3.125               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6964.000            
 3.320               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6964.000            
 6.445               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6940.000            
 4.102               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6932.000            
 6.055               ,37.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6931.000            
 3.711               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6929.000            
 5.469               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6942.000            
 4.492               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6941.000            
 7.617               ,38.000              ,2.000               ,40.000              ,1.000               ,35.000              ,6938.000            
 4.883               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6936.000            
 2.539               ,39.000              ,5.000               ,40.000              ,0.000               ,36.000              ,6934.000            
 5.078               ,41.000              ,24.000              ,40.000              ,13.000              ,35.000              ,6934.000            
 7.031               ,39.000              ,8.000               ,40.000              ,10.000              ,35.000              ,6934.000            
 7.031               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6944.000            
 8.594               ,40.000              ,9.000               ,40.000              ,1.000               ,35.000              ,6945.000            
 4.688               ,41.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6945.000            
 4.492               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6943.000            
 5.469               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6943.000            
 3.516               ,39.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6943.000            
 4.102               ,41.000              ,5.000               ,40.000              ,4.000               ,35.000              ,6942.000            
 5.273               ,38.000              ,3.000               ,40.000              ,0.000               ,36.000              ,6942.000            
 5.469               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6943.000            
 8.594               ,39.000              ,6.000               ,40.000              ,1.000               ,36.000              ,6942.000            
 5.469               ,38.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6943.000            
 3.125               ,38.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6938.000            
 3.125               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6937.000            
 2.539               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6937.000            
 3.711               ,38.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6937.000            
 5.859               ,39.000              ,17.000              ,40.000              ,11.000              ,35.000              ,6937.000            
 4.297               ,39.000              ,2.000               ,40.000              ,0.000               ,36.000              ,6946.000            
 5.273               ,38.000              ,3.000               ,40.000              ,1.000               ,35.000              ,6941.000            
 3.516               ,38.000              ,1.000               ,40.000              ,0.000               ,35.000              ,6940.000            
 4.883               ,38.000              ,1.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 3.516               ,39.000              ,4.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 4.883               ,37.000              ,1.000               ,40.000              ,1.000               ,36.000              ,6939.000            
 2.930               ,37.000              ,2.000               ,40.000              ,1.000               ,35.000              ,6939.000            
 2.344               ,38.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 4.492               ,39.000              ,12.000              ,40.000              ,4.000               ,35.000              ,6939.000            
 3.320               ,38.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 2.734               ,38.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 3.516               ,37.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 4.688               ,38.000              ,5.000               ,40.000              ,3.000               ,35.000              ,6939.000            
 4.883               ,37.000              ,5.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 4.883               ,37.000              ,5.000               ,40.000              ,5.000               ,35.000              ,6939.000            
 5.859               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6939.000            
 4.883               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6939.000            
 4.688               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6943.000            
 7.813               ,40.000              ,9.000               ,40.000              ,21.000              ,35.000              ,6943.000            
 8.398               ,41.000              ,33.000              ,40.000              ,22.000              ,35.000              ,6947.000            
 7.422               ,40.000              ,0.000               ,40.000              ,8.000               ,35.000              ,6950.000            
 8.594               ,39.000              ,1.000               ,40.000              ,4.000               ,35.000              ,6951.000            
 8.203               ,41.000              ,8.000               ,40.000              ,11.000              ,35.000              ,6951.000            
 7.422               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6948.000            
 8.594               ,41.000              ,19.000              ,40.000              ,12.000              ,35.000              ,6948.000            
 8.789               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6946.000            
 5.273               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6942.000            
 4.102               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6944.000            
 10.547              ,41.000              ,9.000               ,40.000              ,21.000              ,35.000              ,6944.000            
 12.891              ,41.000              ,11.000              ,40.000              ,0.000               ,35.000              ,6944.000            
 5.664               ,41.000              ,5.000               ,40.000              ,1.000               ,35.000              ,6944.000            
 8.594               ,42.000              ,14.000              ,40.000              ,8.000               ,35.000              ,6956.000            
 6.055               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6950.000            
 18.750              ,48.000              ,25.000              ,40.000              ,9.000               ,35.000              ,6969.000            
 16.211              ,44.000              ,15.000              ,40.000              ,14.000              ,35.000              ,6955.000            
 6.250               ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6954.000            
 8.008               ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6956.000            
 4.688               ,41.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6955.000            
 2.344               ,41.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6955.000            
 3.516               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6955.000            
 6.250               ,41.000              ,19.000              ,40.000              ,13.000              ,35.000              ,6954.000            
 7.422               ,41.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6954.000            
 4.492               ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6953.000            
 4.102               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6952.000            
 6.641               ,41.000              ,18.000              ,40.000              ,6.000               ,35.000              ,6952.000            
 15.430              ,42.000              ,24.000              ,40.000              ,13.000              ,35.000              ,6952.000            
 7.617               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6952.000            
 2.734               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6952.000            
 8.203               ,40.000              ,1.000               ,40.000              ,2.000               ,35.000              ,6962.000            
 9.961               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6962.000            
 3.906               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6957.000            
 8.008               ,40.000              ,2.000               ,40.000              ,1.000               ,35.000              ,6958.000            
 5.469               ,40.000              ,7.000               ,40.000              ,3.000               ,36.000              ,6959.000            
 3.516               ,45.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6957.000            
 6.445               ,40.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6967.000            
 6.836               ,39.000              ,2.000               ,40.000              ,1.000               ,35.000              ,6961.000            
 4.688               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6962.000            
 9.180               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6961.000            
 5.859               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6961.000            
 5.273               ,40.000              ,5.000               ,40.000              ,1.000               ,35.000              ,6960.000            
 4.883               ,40.000              ,1.000               ,40.000              ,0.000               ,35.000              ,6960.000            
 8.203               ,39.000              ,8.000               ,40.000              ,5.000               ,35.000              ,6961.000            
 6.250               ,40.000              ,8.000               ,40.000              ,4.000               ,36.000              ,6961.000            
 8.203               ,40.000              ,6.000               ,40.000              ,1.000               ,35.000              ,6961.000            
 7.031               ,40.000              ,6.000               ,40.000              ,6.000               ,35.000              ,6961.000            
 6.250               ,39.000              ,7.000               ,40.000              ,4.000               ,35.000              ,6961.000            
 20.117              ,44.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6982.000            
 14.844              ,44.000              ,11.000              ,40.000              ,8.000               ,35.000              ,6976.000            
 6.836               ,46.000              ,12.000              ,40.000              ,13.000              ,36.000              ,6976.000            
 14.258              ,42.000              ,0.000               ,40.000              ,5.000               ,35.000              ,6975.000            
 4.297               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6972.000            
 3.516               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6971.000            
 4.297               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6968.000            
 5.078               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6967.000            
 5.469               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6961.000            
 7.617               ,42.000              ,3.000               ,40.000              ,1.000               ,35.000              ,6948.000            
 3.516               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6947.000            
 8.008               ,44.000              ,2.000               ,40.000              ,4.000               ,35.000              ,6958.000            
 6.836               ,40.000              ,7.000               ,40.000              ,0.000               ,35.000              ,6957.000            
 9.766               ,46.000              ,1.000               ,40.000              ,3.000               ,35.000              ,6973.000            
